time,x,y,direction,E5:53:39:5F:31:1A,F8:9D:4B:5D:44:F4,FD:AF:34:29:05:FE,C6:62:EC:2D:90:AB,D6:77:D9:C0:A6:54,FA:C4:4A:07:18:9F,C4:35:CE:FD:FB:DF,CC:7F:D5:E0:41:92,D7:B8:72:01:49:AC,C5:EB:92:59:4D:1A,C2:80:A9:28:D0:79,FC:92:D5:14:99:90
2024-07-12 11:12:09,34,18,W,-51,-66,-66,-61,,,-48,,-53,,-43,-60
2024-07-12 11:12:10,34,18,W,,,,-62,-72,-66,-57,-58,-53,-55,-41,-55
2024-07-12 11:12:12,34,18,W,,,-72,-62,,-63,,,-54,-56,-43,
2024-07-12 11:12:13,34,18,W,-58,,,,-74,,,-54,-64,-53,-49,-56
2024-07-12 11:12:15,34,18,W,,-73,-67,,,-62,,-58,-53,-54,-43,
2024-07-12 11:12:16,34,18,W,-66,-62,,,,-64,-48,,-52,-70,-42,-55
2024-07-12 11:12:17,34,18,W,-58,,-68,-68,,-70,-54,-55,-64,,-47,-61
2024-07-12 11:12:19,34,18,W,,-62,-84,-67,,-73,-49,-69,-57,,-43,-56
2024-07-12 11:12:20,34,18,W,,-62,-65,,-70,,,,,,-43,-62
2024-07-12 11:12:22,34,18,W,,,-67,,-74,-63,-57,,-52,-55,-45,-60
2024-07-12 11:12:41,34,18,E,,,-67,,,-64,-54,,-47,,,-58
2024-07-12 11:12:42,34,18,E,,,-67,,,-59,-49,,-49,-52,-48,-61
2024-07-12 11:12:44,34,18,E,,-66,-66,,,,-57,,-53,-53,-50,
2024-07-12 11:12:45,34,18,E,-50,-58,-63,,-59,,-59,,,-55,-46,
2024-07-12 11:12:47,34,18,E,,,,,,-63,-57,-52,,-52,,
2024-07-12 11:12:48,34,18,E,,,,-57,-69,,-51,-56,-86,,-78,-59
2024-07-12 11:12:49,34,18,E,-69,,-62,,,,-51,-53,-51,,-56,-59
2024-07-12 11:12:51,34,18,E,,,,,,-63,-56,-56,,,-47,
2024-07-12 11:12:52,34,18,E,,-57,,-68,-65,-58,-66,,-65,,-57,
2024-07-12 11:12:53,34,18,E,-74,,-64,,,-62,-51,-53,-53,-52,-47,-58
2024-07-12 11:12:55,34,18,E,,,-61,,,-60,-49,,-49,,,-58
2024-07-12 11:12:56,34,18,E,,,-61,-69,,-79,-57,,,-52,-47,-58
2024-07-12 11:12:58,34,18,E,,-69,-68,,-60,-68,-58,-58,-49,-52,,-61
2024-07-12 11:12:59,34,18,E,,,-69,,-68,,-56,,-49,-57,,
2024-07-12 11:13:01,34,18,E,,-58,-66,-80,,-63,,,-60,-52,-57,-58
2024-07-12 11:13:02,34,18,E,-56,,-72,-69,-60,-63,-56,,-49,-52,-45,-62
2024-07-12 11:13:04,34,18,E,-50,,,,,-59,,-53,-50,-57,-47,-58
2024-07-12 11:13:05,34,18,E,-66,-57,-68,,-64,,-57,-54,-61,-52,-57,-59
2024-07-12 11:13:07,34,18,E,-50,,,,,,-70,-57,,-56,,-59
2024-07-12 11:13:08,34,18,E,,-57,,-57,-67,-59,,-54,-49,-52,,-57
2024-07-12 11:13:12,34,18,E,-46,,,-66,-60,,,-77,-49,-53,,-60
2024-07-12 11:13:13,34,18,E,,-60,-70,-70,,,,,-50,-52,-53,-59
2024-07-12 11:13:14,34,18,E,,-59,-66,,,-60,,,,-59,,-56
2024-07-12 11:13:16,34,18,E,,,-70,-70,-72,,-56,-56,-55,-58,-49,-59
2024-07-12 11:13:17,34,18,E,-78,-61,-63,-57,-60,-60,-48,,-62,-52,-47,-58
2024-07-12 11:13:19,34,18,E,,-69,-63,,-60,,-55,-61,-49,-53,-51,-57
2024-07-12 11:13:20,34,18,E,-45,,-64,-55,,,-55,-54,,-57,-49,-57
2024-07-12 11:13:22,34,18,E,-70,-59,-62,-71,-66,-60,-55,-54,-50,-52,-48,-59
2024-07-12 11:13:23,34,18,E,-47,-59,-62,,-61,-62,-56,-53,-60,-58,-47,-57
2024-07-12 11:13:25,34,18,E,,-59,-69,-56,,-63,-57,,,-57,-51,
2024-07-12 11:13:26,34,18,E,,-60,,,,-60,,-55,-60,-54,-47,-57
2024-07-12 11:13:28,34,18,E,,-58,-69,,-62,-62,,-54,,-53,-50,-56
2024-07-12 11:13:29,34,18,E,-71,,,-56,-63,-61,,-55,-50,-54,,-56
2024-07-12 11:13:32,34,18,E,,,,,,,,,,,,
2024-07-12 11:13:34,34,18,E,-50,,-67,,-61,-66,-57,,-50,-65,-51,-61
2024-07-12 11:13:35,34,18,E,-64,-67,,,,,-49,-54,-49,,-46,-59
2024-07-12 11:13:37,34,18,E,,,,-58,,-61,,,-48,-57,-54,-68
2024-07-12 11:13:38,34,18,E,-66,-57,-62,-57,,,-67,-53,-48,,-48,-56
2024-07-12 11:13:39,34,18,E,-45,,,,-61,,-54,-53,-52,-54,-47,-56
2024-07-12 11:13:41,34,18,E,,-57,-62,-57,,,-49,-60,-49,-53,-49,-62
2024-07-12 11:13:42,34,18,E,-45,-62,-62,,-69,-60,,-54,,-57,-46,
2024-07-12 11:13:44,34,18,E,,,-71,-58,,-63,,-55,-49,-56,,-63
2024-07-12 11:13:45,34,18,E,,-66,-62,,-68,-61,-50,,-58,-54,-47,-57
2024-07-12 11:13:47,34,18,E,,-57,,-62,-61,-64,,,-57,,-59,-58
2024-07-12 11:13:48,34,18,E,-46,,,-57,,-64,-50,-55,,-54,-47,-56
2024-07-12 11:13:50,34,18,E,-46,-58,-63,-57,,-64,,,-50,-53,-50,-56
2024-07-12 11:13:51,34,18,E,-46,-65,,-70,-63,-61,,-58,-69,-52,-48,-60
2024-07-12 11:13:53,34,18,E,-76,-59,,,-61,-62,,-52,-49,-52,,-58
2024-07-12 11:13:54,34,18,E,-46,,,,,,-53,,-49,-68,-47,-59
2024-07-12 11:13:56,34,18,E,,-66,-65,-57,-67,,,-52,-61,-57,-58,-64
2024-07-12 11:13:57,34,18,E,,,,,,,,-58,-50,-57,-52,-61
2024-07-12 11:13:58,34,18,E,-50,,-64,-66,-62,,-54,-59,-70,-51,-47,
2024-07-12 11:14:00,34,18,E,-50,-61,,,-61,,,-55,,-51,,-62
2024-07-12 11:14:01,34,18,E,-56,,,-76,,-67,-54,-63,,-58,-47,
2024-07-12 11:14:03,34,18,E,,,-64,-57,,,-54,-77,-50,-52,,-58
2024-07-12 11:14:04,34,18,E,-47,-64,,,,-59,-54,,-50,-56,-48,-59
2024-07-12 11:14:06,34,18,E,,-67,-71,-57,,,,-52,-53,,-51,-58
2024-07-12 11:14:07,34,18,E,-50,,-79,,,,-54,-56,,-53,-48,-59
2024-07-12 11:14:09,34,18,E,,-61,-64,-80,-60,-62,,-52,-61,-52,-51,-58
2024-07-12 11:14:11,34,18,E,,-64,-67,,,-58,-56,,,,-49,-62
2024-07-12 11:15:46,42,2,S,,,-69,,,-72,,-64,-60,-77,-53,-48
2024-07-12 11:15:47,42,2,S,,-69,-64,-71,,-72,-54,,-60,-72,-63,-40
2024-07-12 11:15:49,42,2,S,,,-61,,,,-66,-66,-61,-74,,-53
2024-07-12 11:15:50,42,2,S,-71,,,-70,-71,-69,-76,,,-72,-65,
2024-07-12 11:15:52,42,2,S,-62,-62,-62,-68,-80,,,-63,-68,-70,-59,-53
2024-07-12 11:15:53,42,2,S,,,-69,,,-71,-54,-62,-61,,-52,-42
2024-07-12 11:15:55,42,2,S,-79,,-68,,-80,,-65,-71,-61,-74,-53,-40
2024-07-12 11:15:56,42,2,S,-67,,-69,,-75,-79,,-62,,-72,-52,-40
2024-07-12 11:15:57,42,2,S,,,,-68,,-65,,,-67,-74,-64,-53
2024-07-12 11:15:59,42,2,S,-63,,-72,-69,,-78,,-70,-61,,-53,-42
2024-07-12 11:16:00,42,2,S,-63,,-70,-78,,,-61,-69,-59,-76,-52,-40
2024-07-12 11:16:02,42,2,S,,,,-77,,,-54,-68,,,,-55
2024-07-12 11:16:03,42,2,S,-77,,-70,-72,,,-54,,-59,-73,-52,
2024-07-12 11:16:04,42,2,S,,,,,-77,,,,-61,-75,-52,-41
2024-07-12 11:16:06,42,2,S,,-76,-68,-77,,,-53,-67,,-73,,-42
2024-07-12 11:16:07,42,2,S,-68,-64,-63,-69,-73,,-61,-62,-58,-74,-52,-42
2024-07-12 11:16:08,42,2,S,,,-70,-69,-72,-69,-60,,-66,-77,-68,-54
2024-07-12 11:16:10,42,2,S,-67,,,-75,-80,-67,-54,-69,-61,,,-42
2024-07-12 11:16:11,42,2,S,-76,,,,-80,,-54,-62,-61,-71,,-41
2024-07-12 11:16:13,42,2,S,-63,-67,,-71,,,-67,,-58,,-52,-40
2024-07-12 11:16:14,42,2,S,-70,-68,,,,,-60,,-58,-78,-52,-40
2024-07-12 11:16:16,42,2,S,,-78,-67,,,,-55,,,,-52,-40
2024-07-12 11:16:17,42,2,S,,,,-73,-77,,-53,,-69,-75,-52,
2024-07-12 11:16:18,42,2,S,-67,-78,-61,,-72,-70,-70,-67,,-73,,-52
2024-07-12 11:16:20,42,2,S,,,-61,-74,,-69,-69,,-60,-79,-67,-43
2024-07-12 11:16:21,42,2,S,-66,-66,-68,,-78,,-71,-62,,,-52,-40
2024-07-12 11:16:23,42,2,S,,,,,,-73,,-66,-58,-69,-52,-40
2024-07-12 11:16:24,42,2,S,-70,,-64,,,,-66,-63,,-79,-53,-42
2024-07-12 11:16:29,42,2,S,,-67,,,,,,-67,-65,-74,-68,-42
2024-07-12 11:16:31,42,2,S,,,,-68,-80,,,-63,-60,-75,,-54
2024-07-12 11:16:32,42,2,S,-71,,-69,,,-71,,-62,-61,-74,-54,-53
2024-07-12 11:16:34,42,2,S,,,,-77,-80,-75,-68,-61,-60,-73,-77,-41
2024-07-12 11:16:35,42,2,S,-70,-67,-68,-64,,,,-61,,-71,-54,-40
2024-07-12 11:16:36,42,2,S,-62,,-60,-72,-70,,,-62,-71,-72,-62,-42
2024-07-12 11:16:38,42,2,S,-62,,,,,-77,,-63,,-76,-73,
2024-07-12 11:16:39,42,2,S,,,,-69,,,,-63,-59,,-52,
2024-07-12 11:16:41,42,2,S,-63,-67,-67,,,-68,-61,-61,-60,-78,-51,-59
2024-07-12 11:16:42,42,2,S,,-78,-72,,,-71,-66,-62,-61,-72,-61,
2024-07-12 11:16:44,42,2,S,-71,,-61,-69,,,,,-63,-76,,
2024-07-12 11:16:45,42,2,S,,-75,,-69,,-72,,,,-75,-52,
2024-07-12 11:16:47,42,2,S,,,-70,,-74,,-67,,-60,-76,-63,-53
2024-07-12 11:16:48,42,2,S,,,-71,,,,-67,,-59,,-52,-53
2024-07-12 11:16:50,42,2,S,,-67,,-68,,,,,-59,-75,,-52
2024-07-12 11:16:51,42,2,S,,,-62,-68,,,,,-59,-77,-53,-54
2024-07-12 11:16:53,42,2,S,-70,-71,-68,,,,,-60,-60,,,
2024-07-12 11:16:54,42,2,S,,,-61,,,,,-61,-59,-73,-59,
2024-07-12 11:16:55,42,2,S,-60,-74,,-69,-68,,-54,-63,-69,-78,-63,
2024-07-12 11:16:57,42,2,S,,-67,-61,-70,,,,,,-72,-63,
2024-07-12 11:16:58,42,2,S,,-68,-60,,,,-69,,-60,-68,-52,-41
2024-07-12 11:17:00,42,2,S,-71,-75,-58,-77,,,-60,,,-71,-70,-60
2024-07-12 11:17:01,42,2,S,,-75,-72,,-73,-69,,,-62,-78,-71,-42
2024-07-12 11:17:03,42,2,S,,-83,,-69,,,-58,-66,,-75,-71,-53
2024-07-12 11:17:04,42,2,S,-61,-78,-62,-69,,,,-67,-59,,-54,-52
2024-07-12 11:17:06,42,2,S,-66,,,,-78,,-65,-61,-73,,-63,-54
2024-07-12 11:17:07,42,2,S,-63,,-61,,,,-60,-61,-59,-79,,-52
2024-07-12 11:17:09,42,2,S,,-68,-61,,,,,-62,-59,-71,-69,-53
2024-07-12 11:17:10,42,2,S,,,,-75,-76,-72,-61,,-58,,-54,-41
2024-07-12 11:17:12,42,2,S,,-68,-68,-69,,,-60,-63,,,,-53
2024-07-12 11:17:13,42,2,S,-69,,,,-77,,,-64,-60,-70,,-48
2024-07-12 11:17:15,42,2,S,-69,,-70,-68,,,-60,-69,,-77,-68,-43
2024-07-12 11:18:02,42,2,W,,-82,-62,,,-74,-63,-69,-60,-74,-65,-54
2024-07-12 11:18:03,42,2,W,,-71,-63,,,,-58,,-67,-71,-62,-46
2024-07-12 11:18:08,42,2,W,,,,,,,,-69,-62,-69,,
2024-07-12 11:18:10,42,2,W,-79,-73,-62,,-65,,-65,-69,-60,-71,-62,-46
2024-07-12 11:18:11,42,2,W,,-76,-63,-73,,,,-69,-59,-75,,-45
2024-07-12 11:18:13,42,2,W,-79,,,,-65,,-58,-68,-60,-69,-62,-43
2024-07-12 11:18:14,42,2,W,,,-61,,-66,,-59,-62,-61,-68,-61,-46
2024-07-12 11:18:16,42,2,W,,-74,-62,,,,,,-60,-74,-64,-55
2024-07-12 11:18:17,42,2,W,,-74,,,,-70,,-66,-62,-69,-63,-54
2024-07-12 11:18:19,42,2,W,-79,-81,-62,,,,-59,-62,-61,-71,-65,-54
2024-07-12 11:18:20,42,2,W,,,-71,-70,,,,,,,-63,-46
2024-07-12 11:18:21,42,2,W,-73,,,,,,-62,-62,-67,-72,,-54
2024-07-12 11:18:23,42,2,W,-70,-80,,,,,,,,-67,-61,-54
2024-07-12 11:18:24,42,2,W,-78,,-72,,-65,,,-68,-62,-70,-63,-46
2024-07-12 11:18:26,42,2,W,,,-64,,,-76,,,,-74,-64,-54
2024-07-12 11:18:27,42,2,W,-77,,-62,,-69,,,,-61,-73,-63,-46
2024-07-12 11:18:28,42,2,W,-68,-74,,-71,-69,-68,,,,,,-45
2024-07-12 11:18:30,42,2,W,-75,,-62,,,-73,-67,-63,-60,-72,-61,
2024-07-12 11:18:31,42,2,W,,-74,-63,,,-72,-55,,-59,-68,-59,-42
2024-07-12 11:18:33,42,2,W,,-73,,,,,,,-60,,,
2024-07-12 11:18:34,42,2,W,-76,-75,-62,,,-74,,,-60,-74,-61,-45
2024-07-12 11:18:36,42,2,W,,-74,,,,,,,-60,-72,-62,-46
2024-07-12 11:18:37,42,2,W,,-83,,-73,-66,-68,-63,-66,-58,,-62,-41
2024-07-12 11:18:38,42,2,W,-77,,,,,,,-69,-70,-69,-60,
2024-07-12 11:18:40,42,2,W,-77,-71,-63,,-66,-71,,,,-69,-61,
2024-07-12 11:18:41,42,2,W,,-75,,-72,,-71,-63,-64,-61,,-61,-42
2024-07-12 11:18:43,42,2,W,,-83,-69,,,,,-68,,,-63,-45
2024-07-12 11:18:44,42,2,W,,,-63,-72,-70,,,-63,,,-61,-43
2024-07-12 11:18:46,42,2,W,-72,,,,,,,-65,-61,-74,-60,-46
2024-07-12 11:18:47,42,2,W,-73,,,-71,,,-63,-62,-59,-72,-59,-54
2024-07-12 11:18:49,42,2,W,,-76,,,,-71,-63,-66,-61,,-65,-45
2024-07-12 11:18:50,42,2,W,,-80,,-86,-83,-77,-63,-65,-59,,-60,-63
2024-07-12 11:18:51,42,2,W,-70,,,,-83,,,,-60,,,-54
2024-07-12 11:18:53,42,2,W,-75,-74,-62,,,,-65,,,,-64,-46
2024-07-12 11:18:54,42,2,W,-72,,,,,,,-69,-61,-73,,
2024-07-12 11:18:56,42,2,W,,,-63,,,-74,-64,,-61,-70,-63,-46
2024-07-12 11:18:57,42,2,W,-74,-76,,,-82,,,,-59,-71,,
2024-07-12 11:18:58,42,2,W,,,,,,,-55,,-59,-72,-60,-45
2024-07-12 11:19:00,42,2,W,-71,,-62,-73,,,-55,,-62,-73,-62,-47
2024-07-12 11:19:01,42,2,W,,,,-69,,,-64,-62,-61,-69,,-43
2024-07-12 11:19:03,42,2,W,,,,,-67,-76,-54,,-60,-68,-62,
2024-07-12 11:19:04,42,2,W,,-78,,,-80,-71,-55,-69,,-70,-61,-43
2024-07-12 11:19:08,42,2,W,,,-62,,,,,-68,-69,,-60,
2024-07-12 11:19:10,42,2,W,-79,,-70,,-76,,,-68,-70,-71,,-46
2024-07-12 11:19:11,42,2,W,-72,-77,,,,-72,,-66,-59,-70,,-54
2024-07-12 11:19:13,42,2,W,-72,-78,,,-65,,,-66,-59,,,-54
2024-07-12 11:19:14,42,2,W,-73,-73,,,-80,,-62,-65,-59,-70,-63,-54
2024-07-12 11:19:15,42,2,W,,,-62,-73,,,-58,,-70,-76,-62,-46
2024-07-12 11:19:17,42,2,W,-72,,,,,-75,-66,-64,-62,,-59,-54
2024-07-12 11:19:18,42,2,W,,,-63,,-66,,,-65,-58,,,-54
2024-07-12 11:19:19,42,2,W,-72,,,,,,,,,,-59,-47
2024-07-12 11:19:21,42,2,W,-71,-82,-69,,,,,-68,,-67,-61,-54
2024-07-12 11:19:22,42,2,W,-76,-76,-61,,,,-55,,-59,-74,-62,-55
2024-07-12 11:19:24,42,2,W,-71,,-68,,,-77,-55,,-66,,-62,-54
2024-07-12 11:19:25,42,2,W,,,,,-68,,-59,-63,-59,-69,,-46
2024-07-12 11:19:26,42,2,W,-79,-75,-62,,,-68,-59,-71,-65,-66,-60,-46
2024-07-12 11:19:28,42,2,W,,,,-71,,-75,-55,,,,-63,-41
2024-07-12 11:19:29,42,2,W,-67,,-62,,,-71,-57,,-61,-68,-63,-54
2024-07-12 11:19:30,42,2,W,,-80,,,,,-57,-70,-59,-68,-62,-45
2024-07-12 11:19:32,42,2,W,,,,,-66,-74,-54,,,-73,,-55
2024-07-12 11:20:57,42,2,N,,-73,-68,,,,-60,-64,,-83,-68,-40
2024-07-12 11:20:58,42,2,N,,,-69,,,,,,-72,,-72,-52
2024-07-12 11:20:59,42,2,N,-66,-78,,,,,-56,,-74,-72,,-45
2024-07-12 11:21:01,42,2,N,,-76,-62,,,-71,-59,-69,-71,-80,-72,-52
2024-07-12 11:21:02,42,2,N,-70,,-66,,-71,-66,,-70,-72,-73,,-51
2024-07-12 11:21:04,42,2,N,,,,,-70,,-56,,-69,-73,-67,-41
2024-07-12 11:21:05,42,2,N,,-76,,-65,-72,-65,-59,-69,-72,-73,-67,-52
2024-07-12 11:21:07,42,2,N,,-77,,-68,,,,-63,-71,-78,,-39
2024-07-12 11:21:08,42,2,N,-67,,-68,-75,,,-58,,,-77,-71,-52
2024-07-12 11:21:10,42,2,N,,-74,-61,-73,,,-55,,-69,-80,-70,-51
2024-07-12 11:21:11,42,2,N,-72,-73,,-68,,-66,,,-69,,,-44
2024-07-12 11:21:12,42,2,N,-70,,,-67,-74,-73,,-63,-69,,-72,-40
2024-07-12 11:21:14,42,2,N,-65,,-71,,,-75,-56,-69,-69,-78,-69,-51
2024-07-12 11:21:15,42,2,N,,,,-68,-72,-65,-56,-63,-71,-74,-70,-44
2024-07-12 11:21:17,42,2,N,,,,,-71,,,,,,-71,-40
2024-07-12 11:21:18,42,2,N,-67,,-68,-68,,,-56,-63,-73,-72,-70,-51
2024-07-12 11:21:20,42,2,N,-69,,,,-71,-75,-56,,,-72,-70,-45
2024-07-12 11:21:21,42,2,N,,,-69,-67,,-65,,,,-72,-70,-41
2024-07-12 11:21:23,42,2,N,-68,-77,,-75,,-72,-60,-66,,-79,-67,-51
2024-07-12 11:21:24,42,2,N,-72,,-68,-72,-70,-67,-59,-68,-69,-72,-70,-50
2024-07-12 11:21:25,42,2,N,,,-68,,-72,,-60,,-67,-72,-70,-40
2024-07-12 11:21:27,42,2,N,-73,,,,,,-59,,,,,
2024-07-12 11:21:29,42,2,N,-64,,-62,,-67,-72,-56,-69,-68,-73,-70,-51
2024-07-12 11:21:30,42,2,N,,,-65,-68,,,,-69,-70,-74,-67,
2024-07-12 11:21:32,42,2,N,-69,,-68,,,-72,-56,-69,,-78,-74,-45
2024-07-12 11:21:33,42,2,N,-64,,,,-74,-66,-59,,,-78,-77,-51
2024-07-12 11:21:35,42,2,N,,-77,-68,,,,-56,,-63,-72,,-52
2024-07-12 11:21:36,42,2,N,,,,-68,-68,-66,-59,-62,-70,-78,-69,-44
2024-07-12 11:21:37,42,2,N,,,-68,-69,-77,-66,-60,-63,,,-68,-40
2024-07-12 11:21:39,42,2,N,-68,,-62,,,,-60,-70,-71,-73,-71,-51
2024-07-12 11:21:40,42,2,N,-67,,-70,-73,-71,-69,,-70,-70,,,-44
2024-07-12 11:21:42,42,2,N,-68,-76,,-77,,-73,-59,-70,-64,-76,-72,
2024-07-12 11:21:43,42,2,N,,,-68,-68,-72,-74,-59,-65,-67,-72,,-45
2024-07-12 11:21:45,42,2,N,-69,,-69,,-67,,,,-71,,-69,-45
2024-07-12 11:21:46,42,2,N,-68,,-61,-72,-74,,,,-68,-80,-74,-52
2024-07-12 11:21:48,42,2,N,,-78,-62,,-71,-74,-59,-69,,-73,-72,
2024-07-12 11:21:49,42,2,N,-68,,,,,,,,-69,-81,-73,-41
2024-07-12 11:21:50,42,2,N,,,,-71,-71,,-59,-68,-70,-74,,-51
2024-07-12 11:21:52,42,2,N,-69,,,-67,,-75,,,-64,,-83,
2024-07-12 11:21:53,42,2,N,,,-71,-68,-71,,-59,-63,,,-71,-40
2024-07-12 11:21:54,42,2,N,-68,-78,,-70,,,-60,,-63,,,-41
2024-07-12 11:21:56,42,2,N,-67,,-69,,-71,,-60,-63,-66,-73,-69,-42
2024-07-12 11:21:57,42,2,N,,-74,-71,,-68,-75,,-70,-69,-74,-68,-51
2024-07-12 11:21:59,42,2,N,-65,,-69,-66,,-75,-60,-65,-64,-75,-71,-44
2024-07-12 11:22:00,42,2,N,-70,,-71,,,,,-62,-68,,-72,-39
2024-07-12 11:22:02,42,2,N,,,-71,-74,,-72,-59,,,,-73,-40
2024-07-12 11:22:03,42,2,N,-64,-73,-68,-75,,,,-66,-72,-80,,-51
2024-07-12 11:22:05,42,2,N,-66,,-71,,,-75,-59,-67,-72,,-71,
2024-07-12 11:22:06,42,2,N,,,,,,-66,-60,,-69,-74,-71,
2024-07-12 11:22:07,42,2,N,,,-60,-67,,,-56,-69,-65,-80,-69,-52
2024-07-12 11:22:09,42,2,N,,,,-67,-68,,-59,-62,-70,,-72,
2024-07-12 11:22:10,42,2,N,-69,-80,-72,,-72,,,,-71,-83,-67,-41
2024-07-12 11:22:11,42,2,N,,,,,,-66,-57,-65,-72,-82,-74,-51
2024-07-12 11:22:13,42,2,N,-68,,-73,,,-74,-60,-67,-71,,-72,-41
2024-07-12 11:22:14,42,2,N,-65,,-62,-76,-75,,-56,,-70,-78,-72,-51
2024-07-12 11:22:16,42,2,N,,,-68,-70,-71,,,,-68,,-71,-41
2024-07-12 11:22:17,42,2,N,-69,,,-74,,,,,-69,-73,-71,-51
2024-07-12 11:22:18,42,2,N,-69,,-61,-64,,,-59,-70,-68,-79,,
2024-07-12 11:22:20,42,2,N,-67,,,-72,-71,-70,,-66,-69,-79,-69,-40
2024-07-12 11:22:21,42,2,N,,,,,,,,,-72,-80,,-51
2024-07-12 11:23:33,42,2,E,-69,-69,,,-66,-69,-56,-62,-59,-71,-59,-46
2024-07-12 11:23:34,42,2,E,,,-63,,,-71,-57,-62,-72,,,-44
2024-07-12 11:23:35,42,2,E,,,-63,,,,-52,-72,-71,-78,-63,-59
2024-07-12 11:23:37,42,2,E,,-70,-61,-66,-72,,-59,-63,-79,-72,-60,-46
2024-07-12 11:23:38,42,2,E,,,,,,-68,,,-60,-71,-59,-46
2024-07-12 11:23:40,42,2,E,-66,-69,-61,,-66,,,,,-76,-60,-46
2024-07-12 11:23:41,42,2,E,,,-63,,,,,,-59,-68,-63,-46
2024-07-12 11:23:43,42,2,E,-72,,,-66,-65,,,-61,,-68,-60,-46
2024-07-12 11:23:44,42,2,E,-68,-61,-62,,-81,-70,,-62,-62,,-64,-44
2024-07-12 11:23:46,42,2,E,,-65,-61,-67,-74,-64,,-62,-59,-79,-58,-45
2024-07-12 11:23:47,42,2,E,-80,-67,-65,,,-68,-56,-63,-59,,-60,-46
2024-07-12 11:23:49,42,2,E,,,-61,-80,-71,,,,-59,,-63,-50
2024-07-12 11:23:50,42,2,E,-78,-63,-67,,-67,-72,-56,-62,-58,-78,,-44
2024-07-12 11:23:52,42,2,E,,-69,-61,,-67,-69,-56,-63,-59,-82,-62,-46
2024-07-12 11:23:53,42,2,E,-73,-63,-63,-63,-89,-72,,,,-68,-66,-45
2024-07-12 11:23:55,42,2,E,,-69,-61,,-71,,-56,-62,-72,-79,-61,-45
2024-07-12 11:23:56,42,2,E,,-69,-64,-67,,,-59,,,-77,-67,-59
2024-07-12 11:23:58,42,2,E,,,-61,-69,,-69,,-68,-73,-81,-63,-59
2024-07-12 11:23:59,42,2,E,,,-62,,,-68,-56,-62,-59,,-62,-45
2024-07-12 11:24:00,42,2,E,,,-63,-81,,-71,,,-67,-79,-66,-58
2024-07-12 11:24:02,42,2,E,-69,-69,-70,,-69,-66,-52,-62,,-81,-63,-63
2024-07-12 11:24:03,42,2,E,-65,-69,,,,-72,-52,,-60,-78,-60,-59
2024-07-12 11:24:05,42,2,E,,,,,,,-56,-62,-59,,-60,-45
2024-07-12 11:24:06,42,2,E,,-69,-63,,,,-52,,-64,,-58,-44
2024-07-12 11:24:08,42,2,E,-69,,-63,-83,,-66,-56,-62,-59,-67,-66,-45
2024-07-12 11:24:09,42,2,E,-78,-73,,-63,-74,,,-62,-63,,-63,-58
2024-07-12 11:24:11,42,2,E,,-70,-62,-81,-65,-69,-52,-62,-59,-80,-63,-60
2024-07-12 11:24:12,42,2,E,,,-73,,-81,,,-63,,-78,-68,-45
2024-07-12 11:24:14,42,2,E,,,-62,,-74,,-52,-66,-72,-71,-67,-45
2024-07-12 11:24:15,42,2,E,-65,-72,-67,,,-68,-52,-62,-61,,-60,-58
2024-07-12 11:24:17,42,2,E,-69,-69,-64,-64,,-68,-52,-66,-59,-78,-59,-58
2024-07-12 11:24:18,42,2,E,-69,,,,-81,,-58,,-63,-72,-63,-45
2024-07-12 11:24:20,42,2,E,,-72,,-63,,,-52,-63,-58,,-69,-57
2024-07-12 11:24:21,42,2,E,,-73,,,,,,,-59,,,-45
2024-07-12 11:24:22,42,2,E,,-66,-61,-68,,,-59,,-63,,-66,-45
2024-07-12 11:24:24,42,2,E,,,,,-73,-70,-56,-62,-59,-78,-61,-44
2024-07-12 11:24:25,42,2,E,-67,-63,-62,,-84,,,,-60,,-59,
2024-07-12 11:24:27,42,2,E,-70,-69,-67,,,-68,-58,-67,-58,-77,-60,-52
2024-07-12 11:24:28,42,2,E,-71,-68,-63,-66,,,,,-78,-72,-60,-45
2024-07-12 11:24:30,42,2,E,-71,,,-65,,,-52,,-59,-71,-59,-57
2024-07-12 11:24:31,42,2,E,,-72,-67,,-69,-69,,,-63,-68,-58,-45
2024-07-12 11:24:33,42,2,E,-65,-70,-62,,-69,-66,,,-58,-67,-61,-56
2024-07-12 11:24:34,42,2,E,-80,,-63,-67,-68,-69,-52,,,-67,-59,-45
2024-07-12 11:24:35,42,2,E,,-70,-61,,-81,,-59,-62,-62,,,-46
2024-07-12 11:24:37,42,2,E,-69,-69,,-65,,-67,-59,,,-68,-64,-46
2024-07-12 11:24:38,42,2,E,-75,-69,-61,-65,-81,,,-63,-59,,-63,-45
2024-07-12 11:24:40,42,2,E,-68,,,,,-72,-56,,-60,,-61,-46
2024-07-12 11:24:41,42,2,E,-74,-69,-63,-62,,,,-75,-63,-68,-60,-45
2024-07-12 11:24:42,42,2,E,-80,,-63,-79,,,-56,-61,-62,,-63,
2024-07-12 11:24:44,42,2,E,-79,-72,-61,-62,-65,-69,-59,,-59,-70,-68,-46
2024-07-12 11:24:45,42,2,E,-78,-70,-60,-69,,,,,-62,-77,-59,-46
2024-07-12 11:24:46,42,2,E,,-70,-67,,,,-56,,,-69,,-45
2024-07-12 11:24:48,42,2,E,,-63,-63,-66,-72,,-53,,-59,-79,-58,
