time,x,y,direction,E5:53:39:5F:31:1A,F8:9D:4B:5D:44:F4,FD:AF:34:29:05:FE,C6:62:EC:2D:90:AB,D6:77:D9:C0:A6:54,FA:C4:4A:07:18:9F,C4:35:CE:FD:FB:DF,CC:7F:D5:E0:41:92,D7:B8:72:01:49:AC,C5:EB:92:59:4D:1A,C2:80:A9:28:D0:79,FC:92:D5:14:99:90
7/9/2024 10:12,26,34,N,,-61,,-61,-47,-72,,-71,,,-44,-67
7/9/2024 10:12,26,34,N,,,-61,,,-56,,,-55,-50,-44,
7/9/2024 10:12,26,34,N,-50,-66,,,,,-56,-79,-54,-59,-44,
7/9/2024 10:12,26,34,N,-51,-64,-62,,-57,,,-54,-55,-51,-44,
7/9/2024 10:12,26,34,N,,,-71,,-49,,,,-56,-70,-44,-63
7/9/2024 10:12,26,34,N,-49,,,-61,-51,-56,-69,-54,-48,-51,,-65
7/9/2024 10:12,26,34,N,,-70,-72,,,-71,,,-56,-53,-54,
7/9/2024 10:12,26,34,N,,-70,-64,-62,-57,-56,,-59,-47,-51,-51,
7/9/2024 10:12,26,34,N,,,-70,,-48,,-62,-58,-46,-51,-45,-67
7/9/2024 10:12,26,34,N,,-61,-61,-61,,,-67,-55,-53,,-44,-62
7/9/2024 10:12,26,34,N,-51,,,-73,-56,-73,-69,,-46,-53,-44,
7/9/2024 10:12,26,34,N,,-59,,,-50,-56,-65,-89,-47,,-45,-79
7/9/2024 10:12,26,34,N,-51,-74,,,,,-56,,-48,-52,-45,
7/9/2024 10:12,26,34,N,,,-69,-71,,-63,,,-47,-53,,
7/9/2024 10:12,26,34,N,-50,-60,-73,-62,-51,-56,-70,-57,,-52,-44,
7/9/2024 10:12,26,34,N,-50,-77,-73,-63,,,-55,,-55,,-45,
7/9/2024 10:12,26,34,N,,,-73,,,,,-57,-48,-53,-45,-62
7/9/2024 10:12,26,34,N,-49,,-62,-62,-56,-56,,-69,,-50,-44,-76
7/9/2024 10:12,26,34,N,,-68,,,-49,-69,,-58,,-52,,-62
7/9/2024 10:12,26,34,N,-51,,-65,-62,-51,,-71,-55,-47,-54,-44,
7/9/2024 10:12,26,34,N,,-65,-61,,,,-73,,-47,-50,-63,
7/9/2024 10:12,26,34,N,,-70,-62,,-57,,,,-46,,-44,
7/9/2024 10:12,26,34,N,-52,,-65,,,,-56,,,-52,,-63
7/9/2024 10:12,26,34,N,-56,-58,-61,,-57,-55,,-66,-47,-50,,
7/9/2024 10:12,26,34,N,-52,-71,-68,,-49,-69,,-57,,-52,-53,
7/9/2024 10:12,26,34,N,-49,,,-64,,-70,-67,-54,-46,-52,,-66
7/9/2024 10:12,26,34,N,,-58,,,-50,,-70,-68,-53,-52,-45,
7/9/2024 10:12,26,34,N,,,,,,-56,,-68,-53,-52,-44,-66
7/9/2024 10:12,26,34,N,-51,-60,-61,,-56,,-68,,,-51,-54,
7/9/2024 10:12,26,34,N,-52,-59,-61,,,-62,-62,-73,,-53,-44,
7/9/2024 10:12,26,34,N,-50,,,,,-68,-62,-54,-46,,,-71
7/9/2024 10:12,26,34,N,-56,,-60,,,,-63,-71,-46,,-44,
7/9/2024 10:12,26,34,N,-49,,-61,-62,,,-64,-55,-46,-51,-44,-64
7/9/2024 10:12,26,34,N,,,,-60,-58,,,,-47,-53,-54,-63
7/9/2024 10:12,26,34,N,,,-63,-62,,,-56,,-46,-51,-45,
7/9/2024 10:12,26,34,N,-49,,-73,,-50,-56,,-73,,-50,,
7/9/2024 10:13,26,34,N,-49,,-59,,-50,-75,-73,,-44,-51,,
7/9/2024 10:13,26,34,N,-49,,,,-51,,-57,,,-52,-46,
7/9/2024 10:13,26,34,N,-48,-60,,-63,,,,,-64,,,-63
7/9/2024 10:13,26,34,N,,,,-71,-58,,-56,,-47,-54,-44,
7/9/2024 10:13,26,34,N,,-60,,,-49,-57,,,-47,-50,,-70
7/9/2024 10:13,26,34,N,-52,,,,-57,,,,-53,-51,-54,-83
7/9/2024 10:13,26,34,N,-51,,-67,-62,-48,,,,-47,-51,,
7/9/2024 10:13,26,34,N,-55,,-74,,,-56,,-77,,,,-73
7/9/2024 10:13,26,34,N,,-59,-62,-62,,-56,,,,,-54,-83
7/9/2024 10:13,26,34,N,,,-70,-75,-58,,-56,-58,,-52,-44,
7/9/2024 10:13,26,34,N,,,,-63,-48,-73,-68,-70,,-53,-45,-66
7/9/2024 10:14,26,34,E,-53,-60,-59,,-53,-59,-48,,,-67,-55,-66
7/9/2024 10:14,26,34,E,,,-77,,,-61,-46,,-43,-61,-60,-65
7/9/2024 10:14,26,34,E,-53,,-65,-61,-54,-65,,-64,-44,-49,,-67
7/9/2024 10:14,26,34,E,-53,,-72,-61,-52,,-48,-52,-50,-49,,-58
7/9/2024 10:14,26,34,E,-53,-63,-59,,-52,,,-74,-51,-50,,-59
7/9/2024 10:14,26,34,E,,,,-60,-54,,,,,-62,-54,-65
7/9/2024 10:14,26,34,E,,,,-71,-53,-58,-48,,-55,-60,,-65
7/9/2024 10:14,26,34,E,,-52,-69,-60,-62,,-48,,-43,-63,-48,
7/9/2024 10:14,26,34,E,-49,,,,-64,,-47,-52,,-50,-50,-60
7/9/2024 10:14,26,34,E,,,-67,,-54,,-54,,,-63,-55,
7/9/2024 10:14,26,34,E,,-75,,-59,-78,-57,-48,-68,-44,,,
7/9/2024 10:14,26,34,E,,-60,-74,,,,,,-52,,-48,-66
7/9/2024 10:14,26,34,E,-65,-72,-65,,-65,,-47,,-59,,-55,-70
7/9/2024 10:14,26,34,E,-55,,-70,-59,-66,-57,-55,-52,-53,,-57,
7/9/2024 10:14,26,34,E,-53,,,-60,,,,,,-64,-49,-68
7/9/2024 10:14,26,34,E,-50,-52,-69,,-53,,-47,,-43,-77,-62,-66
7/9/2024 10:14,26,34,E,-50,,-72,-60,-53,,,,-45,,-56,-69
7/9/2024 10:14,26,34,E,,-52,,,,,-48,,-52,-67,-49,
7/9/2024 10:14,26,34,E,-50,-62,,,-53,-68,-47,-52,,-62,-50,-82
7/9/2024 10:14,26,34,E,,-61,,-70,-63,,-47,,-52,-50,,-69
7/9/2024 10:14,26,34,E,-52,-76,,-59,,,-47,-52,-52,-61,-50,-59
7/9/2024 10:14,26,34,E,,,,,,-70,,,,,,-67
7/9/2024 10:14,26,34,E,-55,,,,,-59,,,,,-55,-69
7/9/2024 10:14,26,34,E,-55,,,,-67,-68,,-51,-51,,-55,
7/9/2024 10:14,26,34,E,,-61,,-61,,-69,-49,-68,-43,-49,-52,-65
7/9/2024 10:14,26,34,E,,,-59,,-67,-58,,-53,-49,-62,-48,-67
7/9/2024 10:14,26,34,E,,,-77,,,,-47,-52,-70,-66,,-66
7/9/2024 10:15,26,34,E,-50,-62,,-59,-53,-58,-47,,,-49,-56,-70
7/9/2024 10:15,26,34,E,-49,-61,-58,-81,,,-48,-52,-52,-50,-50,-60
7/9/2024 10:15,26,34,E,,-59,-59,,-63,-66,-55,-52,-61,-49,,-68
7/9/2024 10:15,26,34,E,,-62,-71,,-53,,-48,,-63,-49,-56,-70
7/9/2024 10:15,26,34,E,,-52,,,,,-55,-53,-53,-50,,
7/9/2024 10:15,26,34,E,-50,-61,,-59,-52,,-60,,-54,-67,-50,
7/9/2024 10:15,26,34,E,,-52,-58,-68,-53,,,-64,-42,-63,,-69
7/9/2024 10:15,26,34,E,,,,-61,-53,,-47,-52,-43,,-56,
7/9/2024 10:15,26,34,E,,,-58,,-67,-61,-48,-52,-44,,,
7/9/2024 10:15,26,34,E,-56,-61,-76,-60,-52,,,,-43,-49,-50,-68
7/9/2024 10:15,26,34,E,,,-58,,-64,-61,,,,,-47,
7/9/2024 10:15,26,34,E,-50,,-74,-61,-53,-68,-48,,,,-50,
7/9/2024 10:15,26,34,E,,,-58,-68,,-59,,,-54,,-56,
7/9/2024 10:15,26,34,E,-56,-53,,,,-61,-55,-54,-43,,-56,
7/9/2024 10:15,26,34,E,,,-58,-61,-73,,,,-51,-50,-56,-67
7/9/2024 10:15,26,34,E,-55,,,,-53,-58,,,-49,,-49,-71
7/9/2024 10:15,26,34,E,,,,-60,-52,,,,-53,-48,-48,-66
7/9/2024 10:15,26,34,E,,,,,-52,-70,-47,-52,-67,,-48,-72
7/9/2024 10:15,26,34,E,-52,,-58,,,,,-53,-43,-62,-54,-59
7/9/2024 10:15,26,34,E,,,-59,,-53,,-55,,-43,,,
7/9/2024 10:15,26,34,E,,,-66,-60,,,,,-53,-63,,
7/9/2024 10:15,26,34,E,,,,-68,,,-47,-52,,-66,-50,
7/9/2024 10:15,26,34,E,,-52,-58,,,,-56,-52,-42,-63,-54,-59
7/9/2024 10:15,26,34,E,-56,-78,,,,,-55,,,-50,-49,-60
7/9/2024 10:15,26,34,E,-54,-70,,-61,,,-67,,-43,-49,-54,
7/9/2024 10:15,26,34,E,,-52,-59,,-53,,,-52,-42,-50,-50,-71
7/9/2024 10:15,26,34,E,-50,-61,-66,-60,,-62,-48,-52,-54,-50,,-59
7/9/2024 10:15,26,34,E,-54,,-74,,,,-55,-51,-58,,-56,
7/9/2024 10:15,26,34,E,-53,,-66,,-53,-61,-47,-52,-42,-62,-50,
7/9/2024 10:15,26,34,E,-55,-52,-72,-72,-53,-58,,,-51,-50,-49,-59
7/9/2024 10:15,26,34,E,,,-59,-66,,,-48,-52,,-50,-55,
7/9/2024 10:15,26,34,E,,,-58,,-53,,-48,,-51,-49,,-66
7/9/2024 10:15,26,34,E,,,,,-64,-61,-48,,,,-48,
7/9/2024 10:18,18,42,S,,-60,,-75,,,,,-32,-68,,
7/9/2024 10:18,18,42,S,,-56,-50,-51,,,,-66,-29,-51,,-76
7/9/2024 10:18,18,42,S,,,-67,,-58,,-50,-51,-33,-68,-56,
7/9/2024 10:18,18,42,S,-56,-56,-50,-51,,,,-48,-30,-50,-71,-80
7/9/2024 10:18,18,42,S,,,,,-54,,-51,-50,-33,,-58,-74
7/9/2024 10:18,18,42,S,,-59,-49,,-57,,-61,,-30,-68,-55,
7/9/2024 10:18,18,42,S,-57,-56,-67,,,,,-64,-31,-49,,-73
7/9/2024 10:18,18,42,S,-56,-68,-50,-55,,,,,-31,-51,,-79
7/9/2024 10:18,18,42,S,,-56,,,-58,-61,-51,-51,-31,-70,,-75
7/9/2024 10:18,18,42,S,-56,-56,-49,-55,,-65,-62,,-31,-50,,
7/9/2024 10:19,18,42,S,,,,-55,,-62,-51,-52,-35,-49,-58,
7/9/2024 10:19,18,42,S,-56,-61,,-51,-60,-68,,-68,,-50,-72,-78
7/9/2024 10:19,18,42,S,-53,,-52,,-60,-61,-61,-66,,-49,-55,
7/9/2024 10:19,18,42,S,,-67,,-52,,-65,-53,-65,-31,-49,-55,-81
7/9/2024 10:19,18,42,S,,,-50,,-58,-61,-62,,-32,-49,,-80
7/9/2024 10:19,18,42,S,-56,-55,-50,,,,,,-31,-51,,-69
7/9/2024 10:19,18,42,S,,-73,-50,-55,,-69,,-50,,-67,-59,-75
7/9/2024 10:19,18,42,S,,-58,,,,,-50,,-25,,-58,-73
7/9/2024 10:19,18,42,S,-56,,-49,,-61,-62,-54,,,-50,-55,-76
7/9/2024 10:19,18,42,S,,-64,-50,,-59,,-61,,-31,-51,-55,
7/9/2024 10:19,18,42,S,,,,-55,,,-53,,-31,-50,-70,
7/9/2024 10:19,18,42,S,,-55,-63,-52,-54,,-51,,-25,-49,-58,-79
7/9/2024 10:19,18,42,S,-56,,,-55,,,-55,,,,-72,-77
7/9/2024 10:19,18,42,S,-57,,,-52,,,,-52,-37,-49,-55,-76
7/9/2024 10:19,18,42,S,-56,-56,-50,,-60,-67,-53,-67,-32,-71,-58,-75
7/9/2024 10:19,18,42,S,,,-50,-53,-59,,-54,,-31,-49,-55,
7/9/2024 10:19,18,42,S,,-60,,-54,-60,-71,-54,-56,-32,-49,,
7/9/2024 10:19,18,42,S,-57,-65,-50,,,,,-67,,,-55,-81
7/9/2024 10:19,18,42,S,,-65,-50,,,-67,-53,,,-50,-54,-79
7/9/2024 10:19,18,42,S,,,,,-57,,-53,,-37,-49,,-77
7/9/2024 10:19,18,42,S,-61,-65,-49,,-60,-67,-53,,-31,-51,,
7/9/2024 10:19,18,42,S,,-60,-50,-55,-60,-64,,-48,-31,-69,-55,-73
7/9/2024 10:19,18,42,S,-61,,-51,-52,-58,-63,-60,,-33,-49,-58,
7/9/2024 10:19,18,42,S,-79,,-50,-54,-53,,-50,,-38,-67,-54,-80
7/9/2024 10:19,18,42,S,,,,-51,-57,-66,-60,-68,,-50,-57,-80
7/9/2024 10:19,18,42,S,,-66,,-55,,-64,-53,,-31,-49,-55,
7/9/2024 10:19,18,42,S,-56,,-50,-55,-58,-68,,,,,,
7/9/2024 10:19,18,42,S,,-64,,,-59,-62,-60,,-37,-51,-73,-75
7/9/2024 10:19,18,42,S,,-69,-51,,,,,,-25,-72,-57,-74
7/9/2024 10:19,18,42,S,-61,,,,-60,-65,,,-30,-48,,
7/9/2024 10:19,18,42,S,-56,,-51,,-58,-61,-59,-52,,-50,-58,
7/9/2024 10:19,18,42,S,-61,,-50,-54,,-69,,-50,-31,-48,-55,-76
7/9/2024 10:19,18,42,S,-60,,-50,-52,-60,-64,-59,-50,-31,-51,-57,
7/9/2024 10:19,18,42,S,,,-69,-80,-60,-68,-50,-50,-37,-48,-72,
7/9/2024 10:19,18,42,S,-57,,,-52,-59,-60,,,-33,-51,,
7/9/2024 10:19,18,42,S,,,-50,-74,-66,,-61,-50,-31,-69,-55,-71
7/9/2024 10:19,18,42,S,,,-49,,-54,-61,,-50,-33,-50,-58,-74
7/9/2024 10:19,18,42,S,,-68,,-74,-58,-68,,,-30,-70,,-79
7/9/2024 10:19,18,42,S,-61,,-49,,,-68,-51,-52,,-65,,-75
7/9/2024 10:19,18,42,S,,-56,-63,-52,,,-51,-51,-31,,-69,-74
7/9/2024 10:20,18,42,S,,,,-54,,,,-49,-25,-70,-55,-74
7/9/2024 10:20,18,42,S,,,,,,-64,-50,,-29,-69,-54,
7/9/2024 10:20,18,42,S,,,-50,,,-63,-53,,-33,-65,-57,
7/9/2024 10:20,18,42,S,-80,-59,,-72,-55,-69,-50,-49,-25,-70,-58,-71
7/9/2024 10:20,18,42,S,,-58,-63,-75,-59,,,-52,-25,-65,-69,-70
7/9/2024 10:20,18,42,S,,-56,,,,-64,-59,-52,-31,-71,-72,-73
7/9/2024 10:20,18,42,S,-65,-59,-62,,-59,,-59,-67,-32,,-54,-72
7/9/2024 10:20,18,42,S,,,,-52,,,,-61,-31,-49,-54,-71
7/9/2024 10:20,18,42,S,-57,,-50,-52,-54,-61,,,-32,-66,,-72
7/9/2024 10:20,18,42,S,-78,-60,-63,-53,-66,-75,,,-32,-51,-55,-78
7/9/2024 10:21,18,42,W,-62,,-72,-59,,-62,-56,-49,-35,,-73,
7/9/2024 10:21,18,42,W,-65,-59,,-59,-57,,,-52,-35,-47,-58,-65
7/9/2024 10:21,18,42,W,,,-55,-58,,,,-52,,,,-68
7/9/2024 10:21,18,42,W,-63,-58,-58,-58,-54,,-52,,-34,-59,-58,-69
7/9/2024 10:21,18,42,W,,,,-58,,-63,-63,-53,-35,-44,-56,
7/9/2024 10:21,18,42,W,,,,-59,,-61,,,-33,-59,-56,
7/9/2024 10:21,18,42,W,,,,,-58,-61,,,-35,-59,-60,-66
7/9/2024 10:21,18,42,W,,-58,,-65,-73,-59,-52,,-34,,-58,
7/9/2024 10:21,18,42,W,-63,,-55,,-57,,-62,,,-48,-55,-62
7/9/2024 10:21,18,42,W,-64,-58,,-63,-56,,,-49,,-48,-60,-71
7/9/2024 10:21,18,42,W,-63,,-56,-59,-63,,,,,-45,-56,-75
7/9/2024 10:21,18,42,W,-62,-58,-68,,-55,,-63,,-33,-46,-59,-67
7/9/2024 10:21,18,42,W,,,,-63,,-73,-52,-50,-33,-59,-55,
7/9/2024 10:21,18,42,W,,-60,,,-55,-59,-56,-52,-33,-60,,-77
7/9/2024 10:21,18,42,W,-61,,-57,,-63,-61,,-50,,,-55,-63
7/9/2024 10:21,18,42,W,-66,,-58,,-54,,,-59,,,-61,-73
7/9/2024 10:21,18,42,W,,,-55,-59,-62,-61,-62,-50,-34,-48,-56,
7/9/2024 10:21,18,42,W,-67,,-59,,,-73,,-59,-34,,-56,-73
7/9/2024 10:21,18,42,W,,-60,,,-57,,,-58,-36,-59,-56,-74
7/9/2024 10:21,18,42,W,-62,-58,-68,-57,-55,-60,-63,,,-46,-55,-75
7/9/2024 10:21,18,42,W,-62,,-58,,-62,,,-58,-34,,-55,-68
7/9/2024 10:21,18,42,W,-62,-59,,-58,,-74,-56,-53,-34,-71,-56,-77
7/9/2024 10:21,18,42,W,-62,-60,-54,-63,,-62,-61,-59,,-48,,-72
7/9/2024 10:21,18,42,W,-78,,,-66,,,-57,,,,-56,
7/9/2024 10:21,18,42,W,,,-68,,-62,-62,-64,-59,-34,-59,-56,-78
7/9/2024 10:21,18,42,W,-65,,,,,,-57,,-34,-46,-59,-76
7/9/2024 10:21,18,42,W,-68,,-56,-64,-57,,-51,-52,-35,-48,-56,-63
7/9/2024 10:21,18,42,W,-63,,,-58,-54,,,-52,-33,-48,-56,-78
7/9/2024 10:21,18,42,W,-65,-62,,-59,,-73,-56,,-35,-59,-56,-68
7/9/2024 10:22,18,42,W,,-59,-65,-58,,-72,-56,,,-45,-55,
7/9/2024 10:22,18,42,W,,-58,-69,,-56,-61,-54,-59,-34,,-55,-74
7/9/2024 10:22,18,42,W,-63,-60,,-58,-55,,-52,,-33,-46,-59,
7/9/2024 10:22,18,42,W,-62,-58,-58,-62,-57,-61,,-52,-35,,,-69
7/9/2024 10:22,18,42,W,-62,,-65,-58,-55,,-64,,,-47,-59,
7/9/2024 10:22,18,42,W,,,-65,-62,-57,-62,-52,-52,,-58,,-66
7/9/2024 10:22,18,42,W,,-60,,-58,,,-65,-58,-29,-46,-56,-76
7/9/2024 10:22,18,42,W,-62,,-69,,,,-57,-52,-27,,-57,
7/9/2024 10:22,18,42,W,,,-55,-57,-55,-60,,,-38,-46,-59,-68
7/9/2024 10:22,18,42,W,,,,-62,,-62,-57,,-46,-48,-55,
7/9/2024 10:22,18,42,W,-63,-57,,,,-75,-56,,-34,-46,-59,-67
7/9/2024 10:22,18,42,W,-64,-58,,,-56,,,,-28,-45,-56,-78
7/9/2024 10:22,18,42,W,,,-66,-58,,-62,,,-34,-45,-58,
7/9/2024 10:22,18,42,W,,,,-58,-58,,,,,-48,-55,
7/9/2024 10:22,18,42,W,,-59,,,-57,-71,-56,,-35,-59,-59,
7/9/2024 10:22,18,42,W,,-58,,-59,,,-52,,,,,-73
7/9/2024 10:22,18,42,W,,,-65,,,-61,,,-27,-45,,-75
7/9/2024 10:22,18,42,W,-62,-60,,,-56,,,-53,,-47,-56,
7/9/2024 10:22,18,42,W,,,,-57,-56,-61,-66,,-27,-48,-55,-68
7/9/2024 10:22,18,42,W,-67,-59,-55,-63,,-71,-57,-50,-33,,-59,
7/9/2024 10:22,18,42,W,,,-69,,-56,-61,,,-28,-46,-67,
7/9/2024 10:22,18,42,W,-64,,-54,,,-75,-62,,-35,-48,-56,
7/9/2024 10:22,18,42,W,-62,-59,-65,-58,,,,-52,-35,-46,-58,-65
7/9/2024 10:22,18,42,W,,-58,-55,-58,-57,,-64,,-28,-46,,-80
7/9/2024 10:22,18,42,W,-62,-58,-60,-68,-57,,-70,-52,-28,-46,-62,
7/9/2024 10:22,18,42,W,-64,,,,-55,,-62,-49,-34,,-58,-74
7/9/2024 10:22,18,42,W,,-58,,-58,-62,,-56,-52,-35,-47,-55,
7/9/2024 10:22,18,42,W,,,-55,-58,,-72,,-49,-35,-59,-60,-73
7/9/2024 10:22,18,42,W,,,,,,,,-50,-34,-45,-59,
7/9/2024 10:22,18,42,W,-63,,-55,-59,,-74,-62,,-28,,-56,-79
7/9/2024 10:22,18,42,W,-63,,-54,,-57,-62,-57,-59,,-48,,-78
7/9/2024 10:23,18,42,N,,-58,-47,,-59,-62,,-74,-39,-53,,-71
7/9/2024 10:23,18,42,N,-54,-57,-47,,-49,-62,-52,-58,,-62,,-70
7/9/2024 10:23,18,42,N,,-55,-62,-53,-58,,-52,,,-62,,-70
7/9/2024 10:23,18,42,N,,,-49,-52,-50,-63,,,,-61,-52,-71
7/9/2024 10:23,18,42,N,-53,-56,,-66,-61,-62,-50,,-40,-80,,-71
7/9/2024 10:23,18,42,N,-56,,,,-59,,,-71,-35,-62,,-70
7/9/2024 10:23,18,42,N,,-58,,,,-62,,,-39,,,-74
7/9/2024 10:23,18,42,N,-56,-56,-48,,,-70,,,,-62,,-75
7/9/2024 10:24,18,42,N,,,-48,,,,,-52,-35,-62,-53,-76
7/9/2024 10:24,18,42,N,-57,-75,,,-51,-68,-52,,-31,-81,-53,-75
7/9/2024 10:24,18,42,N,,-56,,,-59,,,,,-63,-54,-75
7/9/2024 10:24,18,42,N,,,,-53,,,,,-36,-62,-52,-69
7/9/2024 10:24,18,42,N,-58,,,,,-72,,,-46,-53,-55,
7/9/2024 10:24,18,42,N,,-58,,,-57,,,-52,,,,
7/9/2024 10:24,18,42,N,,,-62,-59,-56,,-58,,,-62,-55,
7/9/2024 10:24,18,42,N,-62,,,-59,-51,,,,-35,,-53,-77
7/9/2024 10:24,18,42,N,,-56,,-52,-60,,,-52,,,-56,-79
7/9/2024 10:24,18,42,N,-62,,-48,-66,,-69,-50,,-46,-54,,-82
7/9/2024 10:24,18,42,N,-58,-58,,-67,,,-51,-57,,-62,,-71
7/9/2024 10:24,18,42,N,-56,,,-54,-58,,-52,,,,,
7/9/2024 10:24,18,42,N,-56,,,-52,-57,-63,-50,-51,-38,,,-78
7/9/2024 10:24,18,42,N,-55,,,-59,,-69,-49,,-35,-54,,-70
7/9/2024 10:24,18,42,N,-56,,,,,,-49,,-39,-63,-54,-67
7/9/2024 10:24,18,42,N,,,-48,,,,,,-35,-55,,
7/9/2024 10:24,18,42,N,-59,-58,,-53,-61,-63,,,-41,-54,,
7/9/2024 10:24,18,42,N,,-71,-48,,,,-50,-70,-39,-52,,-73
7/9/2024 10:24,18,42,N,,,,,,,,,-35,-54,,
7/9/2024 10:24,18,42,N,-56,-55,-49,-60,-58,,-49,-52,,-53,,-83
7/9/2024 10:24,18,42,N,-57,,-47,,-58,-68,-51,-70,-35,-54,,-77
7/9/2024 10:24,18,42,N,-65,,-62,-52,-60,,,-52,-39,-54,-54,-82
7/9/2024 10:24,18,42,N,-57,-56,-84,-53,-58,-86,-50,,-39,-52,,-71
7/9/2024 10:24,18,42,N,,,,,-60,,,,,-63,,-71
7/9/2024 10:24,18,42,N,-55,,-48,-69,-56,,-50,,-39,-52,-52,-69
7/9/2024 10:24,18,42,N,-57,-75,,-52,-57,,-50,-51,-40,-53,-53,
7/9/2024 10:24,18,42,N,-55,,-55,,,,-49,,-35,-53,,-74
7/9/2024 10:24,18,42,N,,,-49,-52,,,,,,-54,-53,
7/9/2024 10:24,18,42,N,-55,,-49,,-57,,,,-29,-54,,
7/9/2024 10:24,18,42,N,-56,,-55,,-58,,,,-32,-53,,-74
7/9/2024 10:24,18,42,N,-55,,-48,-71,,-64,-49,,-35,,,-70
7/9/2024 10:24,18,42,N,-57,-69,,,-58,-69,,-65,-40,,,-71
7/9/2024 10:24,18,42,N,-55,-59,-47,,-57,-63,-50,,-35,-54,,
7/9/2024 10:24,18,42,N,-57,-71,,,,,-49,-67,-39,-62,-53,
7/9/2024 10:24,18,42,N,,-59,-49,,-58,,-49,-69,-40,,,-66
7/9/2024 10:24,18,42,N,-56,-88,,,,,,,-40,-54,,-88
7/9/2024 10:24,18,42,N,,-57,-48,-69,,-63,,,-35,-63,-71,-71
7/9/2024 10:24,18,42,N,-57,,-48,,,,-49,,-40,-52,-76,-71
7/9/2024 10:24,18,42,N,,,-48,-69,-60,,,-68,,,,-75
7/9/2024 10:25,18,42,N,-63,,-48,,,,-50,-53,-39,-53,-53,-70
7/9/2024 10:25,18,42,N,-59,,,,,,,,-40,-53,-61,-71
7/9/2024 10:25,18,42,N,-55,,,-59,-57,-66,,,,-53,,-71
7/9/2024 10:25,18,42,N,,-55,-62,-66,-51,,-49,,-35,,,-73
7/9/2024 10:25,18,42,N,-61,,,,-59,-69,-50,,-39,-53,-53,-67
7/9/2024 10:25,18,42,N,-59,-74,-47,,-59,,-49,,-35,-53,,-74
7/9/2024 10:25,18,42,N,-56,-62,,-58,-60,-67,-50,-64,-39,-54,-53,-74
7/9/2024 10:25,18,42,N,,-56,-47,-70,-49,-67,,,-46,,-55,-75
7/9/2024 10:25,18,42,N,-56,-58,,,-60,-83,,,,,-53,-75
7/9/2024 10:25,18,42,N,-80,,,,-62,,-50,,-35,,-53,
7/9/2024 10:25,18,42,N,-57,,,,-57,,-52,-74,-39,-54,-53,-68
7/9/2024 10:25,18,42,N,,-56,-47,,-50,,,,,-62,,
7/9/2024 10:25,18,42,N,,,-47,,-57,-72,,-70,-31,-54,,-72
7/9/2024 10:26,18,42,E,-58,,,-63,-50,,-47,-66,,-52,,-75
7/9/2024 10:26,18,42,E,-84,-57,,-58,-55,,,,-42,-48,-57,-72
7/9/2024 10:26,18,42,E,,,,-59,-63,,-52,-67,-37,-52,,-73
7/9/2024 10:26,18,42,E,-59,-56,-52,,-53,-61,,-69,-35,-52,-56,-73
7/9/2024 10:26,18,42,E,,,,,-55,-59,,,-37,-48,,
7/9/2024 10:26,18,42,E,-58,-55,,,-53,,-47,-55,-36,-57,,-68
7/9/2024 10:26,18,42,E,-58,,-52,-62,,,,,-36,-52,,-73
7/9/2024 10:26,18,42,E,-57,-55,,-71,,-68,-51,,-36,-52,,
7/9/2024 10:26,18,42,E,,,,-64,,,-45,-63,-36,-52,-58,
7/9/2024 10:26,18,42,E,,,,-74,,-70,-46,-55,-35,,,-73
7/9/2024 10:26,18,42,E,,,,,,-59,-46,-68,,-52,-57,
7/9/2024 10:26,18,42,E,,,,,-55,-79,-46,-62,-36,-51,,-73
7/9/2024 10:26,18,42,E,-58,,,-77,,,,,-37,-52,,
7/9/2024 10:26,18,42,E,-58,,-55,,-52,,-45,-73,,-47,,-72
7/9/2024 10:26,18,42,E,-56,-61,,-62,,,,,,-49,-64,-72
7/9/2024 10:26,18,42,E,-58,-54,,-70,-52,-60,-45,,-36,-58,-57,-71
7/9/2024 10:26,18,42,E,-68,,-52,-59,-50,,,-55,-35,-52,-58,-73
7/9/2024 10:26,18,42,E,-58,-55,-52,-80,-53,,-45,,-37,,-77,-72
7/9/2024 10:26,18,42,E,-58,-55,-55,-73,-51,,,,-43,-57,,-74
7/9/2024 10:26,18,42,E,,,,,-52,-67,,-51,-36,,,-74
7/9/2024 10:26,18,42,E,-59,,,-61,-50,-64,-47,-51,-33,-52,,-72
7/9/2024 10:26,18,42,E,,,,,,-69,-45,-51,-37,,,-71
7/9/2024 10:26,18,42,E,,,-58,-62,,,-52,-54,-36,-52,-57,-73
7/9/2024 10:26,18,42,E,-58,,,-72,-50,-68,-43,,-37,,-57,
7/9/2024 10:26,18,42,E,,,,,,,-51,,-37,-52,-57,-75
7/9/2024 10:26,18,42,E,,-55,,,-52,-75,,-51,,-47,,-71
7/9/2024 10:26,18,42,E,-58,-56,-54,-62,-51,,-45,,-37,-58,,-70
7/9/2024 10:26,18,42,E,,,,-81,,,,-51,-37,-49,,
7/9/2024 10:26,18,42,E,-57,,-52,-71,-50,,,-55,-35,,-58,
7/9/2024 10:26,18,42,E,-57,-56,,,-53,-70,-51,-62,-35,-52,-69,-81
7/9/2024 10:26,18,42,E,-58,-56,-54,,-50,,,-56,-37,-48,-65,-81
7/9/2024 10:27,18,42,E,,,-78,-59,-64,-75,-46,,,-48,-56,
7/9/2024 10:27,18,42,E,-58,-55,-55,-74,,,-51,-51,-32,-51,-58,
